[144, 3, 3, 3, 3, 3, 3, 3, 257, 257, 257, 257, 257, 257, 257, 257, 1.0000, 101.9249, 101.9249, 101.9249, 101.9249, 101.9249, 101.9249, 101.9249]
[145, 24, 24, 24, 24, 24, 24, 24, 318, 318, 318, 318, 318, 318, 318, 318, 1.0000, 62.7133, 62.7133, 62.7133, 62.7133, 62.7133, 62.7133, 62.7133]
[146, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 1.0000, 8.5017, 8.5017, 8.5017, 8.5017, 8.5017, 8.5017, 8.5017]
[147, 5, 5, 5, 5, 5, 5, 5, 150, 150, 150, 150, 150, 150, 150, 150, 1.0000, 3.7383, 3.7383, 3.7383, 3.7383, 3.7383, 3.7383, 3.7383]
[148, 22, 22, 22, 22, 22, 22, 22, 20, 20, 20, 20, 20, 20, 20, 20, 1.0000, 40.0792, 40.0792, 40.0792, 40.0792, 40.0792, 40.0792, 40.0792]
[149, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 1.0000, 20.1844, 20.1844, 20.1844, 20.1844, 20.1844, 20.1844, 20.1844]
[150, 25, 25, 25, 25, 25, 25, 25, 9, 9, 9, 9, 9, 9, 9, 9, 1.0000, 9.7810, 9.7810, 9.7810, 9.7810, 9.7810, 9.7810, 9.7810]
[151, 27, 27, 27, 27, 27, 27, 27, 80, 80, 80, 80, 80, 80, 80, 80, 1.0000, 18.6241, 18.6241, 18.6241, 18.6241, 18.6241, 18.6241, 18.6241]
[152, 25, 25, 25, 25, 25, 25, 25, 236, 236, 236, 236, 236, 236, 236, 236, 1.0000, 19.5047, 19.5047, 19.5047, 19.5047, 19.5047, 19.5047, 19.5047]
[153, 23, 23, 23, 23, 23, 23, 23, 256, 256, 256, 256, 256, 256, 256, 256, 1.0000, 62.4110, 62.4110, 62.4110, 62.4110, 62.4110, 62.4110, 62.4110]
[154, 31, 31, 31, 31, 31, 31, 31, 16, 16, 16, 16, 16, 16, 16, 16, 1.0000, 3.3038, 3.3038, 3.3038, 3.3038, 3.3038, 3.3038, 3.3038]
[155, 32, 32, 32, 32, 32, 32, 32, 367, 367, 367, 367, 367, 367, 367, 367, 1.0000, 15.7472, 15.7472, 15.7472, 15.7472, 15.7472, 15.7472, 15.7472]
[156, 24, 24, 24, 24, 24, 24, 24, 49, 49, 49, 49, 49, 49, 49, 49, 1.0000, 75.9160, 75.9160, 75.9160, 75.9160, 75.9160, 75.9160, 75.9160]
[157, 24, 24, 24, 24, 24, 24, 24, 557, 557, 557, 557, 557, 557, 557, 557, 1.0000, 17.2992, 17.2992, 17.2992, 17.2992, 17.2992, 17.2992, 17.2992]
[158, 24, 24, 24, 24, 24, 24, 24, 546, 546, 546, 546, 546, 546, 546, 546, 1.0000, 9.7504, 9.7504, 9.7504, 9.7504, 9.7504, 9.7504, 9.7504]
[159, 5, 5, 5, 5, 5, 5, 5, 354, 354, 354, 354, 354, 354, 354, 354, 1.0000, 6.9730, 6.9730, 6.9730, 6.9730, 6.9730, 6.9730, 6.9730]
[160, 23, 23, 23, 23, 23, 23, 23, 211, 211, 211, 211, 211, 211, 211, 211, 1.0000, 16.5930, 16.5930, 16.5930, 16.5930, 16.5930, 16.5930, 16.5930]
[161, 25, 25, 25, 25, 25, 25, 25, 34, 34, 34, 34, 34, 34, 34, 34, 1.0000, 39.2876, 39.2876, 39.2876, 39.2876, 39.2876, 39.2876, 39.2876]
[162, 26, 26, 26, 26, 26, 26, 26, 491, 491, 491, 491, 491, 491, 491, 491, 1.0000, 1.8478, 1.8478, 1.8478, 1.8478, 1.8478, 1.8478, 1.8478]
[163, 22, 22, 22, 22, 22, 22, 22, 39, 39, 39, 39, 39, 39, 39, 39, 1.0000, 488.6711, 488.6711, 488.6711, 488.6711, 488.6711, 488.6711, 488.6711]
[164, 23, 23, 23, 23, 23, 23, 23, 108, 108, 108, 108, 108, 108, 108, 108, 1.0000, 10.3646, 10.3646, 10.3646, 10.3646, 10.3646, 10.3646, 10.3646]
[165, 23, 23, 23, 23, 23, 23, 23, 233, 233, 233, 233, 233, 233, 233, 233, 1.0000, 62.7317, 62.7317, 62.7317, 62.7317, 62.7317, 62.7317, 62.7317]
[166, 16, 16, 16, 16, 16, 16, 16, 89, 89, 89, 89, 89, 89, 89, 89, 1.0000, 4.3331, 4.3331, 4.3331, 4.3331, 4.3331, 4.3331, 4.3331]
[167, 14, 14, 14, 14, 14, 14, 14, 135, 135, 135, 135, 135, 135, 135, 135, 1.0000, 26.4208, 26.4208, 26.4208, 26.4208, 26.4208, 26.4208, 26.4208]
[168, 24, 24, 24, 24, 24, 24, 24, 56, 56, 56, 56, 56, 56, 56, 56, 1.0000, 205.7986, 205.7986, 205.7986, 205.7986, 205.7986, 205.7986, 205.7986]
[169, 3, 3, 3, 3, 3, 3, 3, 227, 227, 227, 227, 227, 227, 227, 227, 1.0000, 51.4614, 51.4614, 51.4614, 51.4614, 51.4614, 51.4614, 51.4614]
[170, 32, 32, 32, 32, 32, 32, 32, 360, 360, 360, 360, 360, 360, 360, 360, 1.0000, 6.0821, 6.0821, 6.0821, 6.0821, 6.0821, 6.0821, 6.0821]
[171, 25, 25, 25, 25, 25, 25, 25, 66, 66, 66, 66, 66, 66, 66, 66, 1.0000, 160.3398, 160.3398, 160.3398, 160.3398, 160.3398, 160.3398, 160.3398]
[172, 23, 23, 23, 23, 23, 23, 23, 264, 264, 264, 264, 264, 264, 264, 264, 1.0000, 2732.4998, 2732.4998, 2732.4998, 2732.4998, 2732.4998, 2732.4998, 2732.4998]
[173, 25, 25, 25, 25, 25, 25, 25, 286, 286, 286, 286, 286, 286, 286, 286, 1.0000, 10.6349, 10.6349, 10.6349, 10.6349, 10.6349, 10.6349, 10.6349]
[174, 24, 24, 24, 24, 24, 24, 24, 110, 110, 110, 110, 110, 110, 110, 110, 1.0000, 95.1409, 95.1409, 95.1409, 95.1409, 95.1409, 95.1409, 95.1409]
[175, 22, 22, 22, 22, 22, 22, 22, 134, 134, 134, 134, 134, 134, 134, 134, 1.0000, 10.2063, 10.2063, 10.2063, 10.2063, 10.2063, 10.2063, 10.2063]
[176, 23, 23, 23, 23, 23, 23, 23, 202, 202, 202, 202, 202, 202, 202, 202, 1.0000, 68.7960, 68.7960, 68.7960, 68.7960, 68.7960, 68.7960, 68.7960]
[177, 22, 22, 22, 22, 22, 22, 22, 122, 122, 122, 122, 122, 122, 122, 122, 1.0000, 37.1315, 37.1315, 37.1315, 37.1315, 37.1315, 37.1315, 37.1315]
[178, 34, 34, 34, 34, 34, 34, 34, 122, 122, 122, 122, 122, 122, 122, 122, 1.0000, 20.7205, 20.7205, 20.7205, 20.7205, 20.7205, 20.7205, 20.7205]
[179, 24, 24, 24, 24, 24, 24, 24, 42, 42, 42, 42, 42, 42, 42, 42, 1.0000, 93.7293, 93.7293, 93.7293, 93.7293, 93.7293, 93.7293, 93.7293]
[180, 12, 12, 12, 12, 12, 12, 12, 439, 439, 439, 439, 439, 439, 439, 439, 1.0000, 10.5292, 10.5292, 10.5292, 10.5292, 10.5292, 10.5292, 10.5292]
[181, 14, 14, 14, 14, 14, 14, 14, 226, 226, 226, 226, 226, 226, 226, 226, 1.0000, 3.9269, 3.9269, 3.9269, 3.9269, 3.9269, 3.9269, 3.9269]
[182, 24, 24, 24, 24, 24, 24, 24, 241, 241, 241, 241, 241, 241, 241, 241, 1.0000, 87.0138, 87.0138, 87.0138, 87.0138, 87.0138, 87.0138, 87.0138]
[183, 22, 22, 22, 22, 22, 22, 22, 432, 432, 432, 432, 432, 432, 432, 432, 1.0000, 24.0257, 24.0257, 24.0257, 24.0257, 24.0257, 24.0257, 24.0257]
[184, 21, 21, 21, 21, 21, 21, 21, 239, 239, 239, 239, 239, 239, 239, 239, 1.0000, 6.7958, 6.7958, 6.7958, 6.7958, 6.7958, 6.7958, 6.7958]
[185, 24, 24, 24, 24, 24, 24, 24, 92, 92, 92, 92, 92, 92, 92, 92, 1.0000, 43.5863, 43.5863, 43.5863, 43.5863, 43.5863, 43.5863, 43.5863]
[186, 0, 0, 0, 0, 0, 0, 0, 120, 120, 120, 120, 120, 120, 120, 120, 1.0000, 24.5500, 24.5500, 24.5500, 24.5500, 24.5500, 24.5500, 24.5500]
[187, 22, 22, 22, 22, 22, 22, 22, 405, 405, 405, 405, 405, 405, 405, 405, 1.0000, 17.9558, 17.9558, 17.9558, 17.9558, 17.9558, 17.9558, 17.9558]
[188, 24, 24, 24, 24, 24, 24, 24, 333, 333, 333, 333, 333, 333, 333, 333, 1.0000, 22.3665, 22.3665, 22.3665, 22.3665, 22.3665, 22.3665, 22.3665]
[189, 25, 25, 25, 25, 25, 25, 25, 70, 70, 70, 70, 70, 70, 70, 70, 1.0000, 37.2948, 37.2948, 37.2948, 37.2948, 37.2948, 37.2948, 37.2948]
[190, 34, 34, 34, 34, 34, 34, 34, 266, 266, 266, 266, 266, 266, 266, 266, 1.0000, 5.8032, 5.8032, 5.8032, 5.8032, 5.8032, 5.8032, 5.8032]
[191, 24, 24, 24, 24, 24, 24, 24, 233, 233, 233, 233, 233, 233, 233, 233, 1.0000, 24.9006, 24.9006, 24.9006, 24.9006, 24.9006, 24.9006, 24.9006]
[192, 12, 12, 12, 12, 12, 12, 12, 22, 22, 22, 22, 22, 22, 22, 22, 1.0000, 132.9566, 132.9566, 132.9566, 132.9566, 132.9566, 132.9566, 132.9566]
[193, 32, 32, 32, 32, 32, 32, 32, 368, 368, 368, 368, 368, 368, 368, 368, 1.0000, 43.9046, 43.9046, 43.9046, 43.9046, 43.9046, 43.9046, 43.9046]
[194, 11, 11, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 1.0000, 14.5628, 14.5628, 14.5628, 14.5628, 14.5628, 14.5628, 14.5628]
[195, 24, 24, 24, 24, 24, 24, 24, 63, 63, 63, 63, 63, 63, 63, 63, 1.0000, 90.3854, 90.3854, 90.3854, 90.3854, 90.3854, 90.3854, 90.3854]
[196, 24, 24, 24, 24, 24, 24, 24, 282, 282, 282, 282, 282, 282, 282, 282, 1.0000, 21.8493, 21.8493, 21.8493, 21.8493, 21.8493, 21.8493, 21.8493]
[197, 25, 25, 25, 25, 25, 25, 25, 132, 132, 132, 132, 132, 132, 132, 132, 1.0000, 20.7450, 20.7450, 20.7450, 20.7450, 20.7450, 20.7450, 20.7450]
[198, 23, 23, 23, 23, 23, 23, 23, 45, 45, 45, 45, 45, 45, 45, 45, 1.0000, 79.2931, 79.2931, 79.2931, 79.2931, 79.2931, 79.2931, 79.2931]
[199, 24, 24, 24, 24, 24, 24, 24, 197, 197, 197, 197, 197, 197, 197, 197, 1.0000, 31.8227, 31.8227, 31.8227, 31.8227, 31.8227, 31.8227, 31.8227]
[200, 26, 26, 26, 26, 26, 26, 26, 222, 222, 222, 222, 222, 222, 222, 222, 1.0000, 1.9013, 1.9013, 1.9013, 1.9013, 1.9013, 1.9013, 1.9013]
[201, 24, 24, 24, 24, 24, 24, 24, 384, 384, 384, 384, 384, 384, 384, 384, 1.0000, 338.7556, 338.7556, 338.7556, 338.7556, 338.7556, 338.7556, 338.7556]
[202, 19, 19, 19, 19, 19, 19, 19, 32, 32, 32, 32, 32, 32, 32, 32, 1.0000, 16.8182, 16.8182, 16.8182, 16.8182, 16.8182, 16.8182, 16.8182]
[203, 0, 0, 0, 0, 0, 0, 0, 316, 316, 316, 316, 316, 316, 316, 316, 1.0000, 16.2440, 16.2440, 16.2440, 16.2440, 16.2440, 16.2440, 16.2440]
[204, 14, 14, 14, 14, 14, 14, 14, 24, 24, 24, 24, 24, 24, 24, 24, 1.0000, 31.7465, 31.7465, 31.7465, 31.7465, 31.7465, 31.7465, 31.7465]
[205, 24, 24, 24, 24, 24, 24, 24, 134, 134, 134, 134, 134, 134, 134, 134, 1.0000, 37.4459, 37.4459, 37.4459, 37.4459, 37.4459, 37.4459, 37.4459]
[206, 9, 9, 9, 9, 9, 9, 9, 51, 51, 51, 51, 51, 51, 51, 51, 1.0000, 13.1894, 13.1894, 13.1894, 13.1894, 13.1894, 13.1894, 13.1894]
[207, 8, 8, 8, 8, 8, 8, 8, 91, 91, 91, 91, 91, 91, 91, 91, 1.0000, 6.9762, 6.9762, 6.9762, 6.9762, 6.9762, 6.9762, 6.9762]
[208, 32, 32, 32, 32, 32, 32, 32, 584, 584, 584, 584, 584, 584, 584, 584, 1.0000, 149.5487, 149.5487, 149.5487, 149.5487, 149.5487, 149.5487, 149.5487]
[209, 25, 25, 25, 25, 25, 25, 25, 91, 91, 91, 91, 91, 91, 91, 91, 1.0000, 62.3687, 62.3687, 62.3687, 62.3687, 62.3687, 62.3687, 62.3687]
[210, 23, 23, 23, 23, 23, 23, 23, 301, 301, 301, 301, 301, 301, 301, 301, 1.0000, 86.9645, 86.9645, 86.9645, 86.9645, 86.9645, 86.9645, 86.9645]
[211, 24, 24, 24, 24, 24, 24, 24, 46, 46, 46, 46, 46, 46, 46, 46, 1.0000, 48.3699, 48.3699, 48.3699, 48.3699, 48.3699, 48.3699, 48.3699]
[212, 24, 24, 24, 24, 24, 24, 24, 86, 86, 86, 86, 86, 86, 86, 86, 1.0000, 82.1131, 82.1131, 82.1131, 82.1131, 82.1131, 82.1131, 82.1131]
[213, 8, 8, 8, 8, 8, 8, 8, 381, 381, 381, 381, 381, 381, 381, 381, 1.0000, 55.4619, 55.4619, 55.4619, 55.4619, 55.4619, 55.4619, 55.4619]
[214, 24, 24, 24, 24, 24, 24, 24, 334, 334, 334, 334, 334, 334, 334, 334, 1.0000, 29.5102, 29.5102, 29.5102, 29.5102, 29.5102, 29.5102, 29.5102]
[215, 24, 24, 24, 24, 24, 24, 24, 419, 419, 419, 419, 419, 419, 419, 419, 1.0000, 333.8212, 333.8212, 333.8212, 333.8212, 333.8212, 333.8212, 333.8212]
[216, 34, 34, 34, 34, 34, 34, 34, 21, 21, 21, 21, 21, 21, 21, 21, 1.0000, 13.5175, 13.5175, 13.5175, 13.5175, 13.5175, 13.5175, 13.5175]
[217, 24, 24, 24, 24, 24, 24, 24, 125, 125, 125, 125, 125, 125, 125, 125, 1.0000, 46.6142, 46.6142, 46.6142, 46.6142, 46.6142, 46.6142, 46.6142]
[218, 24, 24, 24, 24, 24, 24, 24, 71, 71, 71, 71, 71, 71, 71, 71, 1.0000, 122.2739, 122.2739, 122.2739, 122.2739, 122.2739, 122.2739, 122.2739]
[219, 24, 24, 24, 24, 24, 24, 24, 237, 237, 237, 237, 237, 237, 237, 237, 1.0000, 333.4456, 333.4456, 333.4456, 333.4456, 333.4456, 333.4456, 333.4456]
[220, 22, 22, 22, 22, 22, 22, 22, 30, 30, 30, 30, 30, 30, 30, 30, 1.0000, 98.6313, 98.6313, 98.6313, 98.6313, 98.6313, 98.6313, 98.6313]
[221, 23, 23, 23, 23, 23, 23, 23, 178, 178, 178, 178, 178, 178, 178, 178, 1.0000, 86.2739, 86.2739, 86.2739, 86.2739, 86.2739, 86.2739, 86.2739]
[222, 23, 23, 23, 23, 23, 23, 23, 242, 242, 242, 242, 242, 242, 242, 242, 1.0000, 59.2204, 59.2204, 59.2204, 59.2204, 59.2204, 59.2204, 59.2204]
[223, 25, 25, 25, 25, 25, 25, 25, 353, 353, 353, 353, 353, 353, 353, 353, 1.0000, 5.5103, 5.5103, 5.5103, 5.5103, 5.5103, 5.5103, 5.5103]
[224, 224, 224, 224, 224, 224, 224, 224, -1, -1, -1, -1, -1, -1, -1, -1, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000]
[225, 25, 25, 25, 25, 25, 25, 25, 48, 48, 48, 48, 48, 48, 48, 48, 1.0000, 28.4530, 28.4530, 28.4530, 28.4530, 28.4530, 28.4530, 28.4530]
[226, 11, 11, 11, 11, 11, 11, 11, 65, 65, 65, 65, 65, 65, 65, 65, 1.0000, 102.5530, 102.5530, 102.5530, 102.5530, 102.5530, 102.5530, 102.5530]
[227, 24, 24, 24, 24, 24, 24, 24, 141, 141, 141, 141, 141, 141, 141, 141, 1.0000, 21.6746, 21.6746, 21.6746, 21.6746, 21.6746, 21.6746, 21.6746]
[228, 25, 25, 25, 25, 25, 25, 25, 108, 108, 108, 108, 108, 108, 108, 108, 1.0000, 8.2478, 8.2478, 8.2478, 8.2478, 8.2478, 8.2478, 8.2478]
[229, 29, 29, 29, 29, 29, 29, 29, 37, 37, 37, 37, 37, 37, 37, 37, 1.0000, 25.5948, 25.5948, 25.5948, 25.5948, 25.5948, 25.5948, 25.5948]
[230, 24, 24, 24, 24, 24, 24, 24, 65, 65, 65, 65, 65, 65, 65, 65, 1.0000, 104.0695, 104.0695, 104.0695, 104.0695, 104.0695, 104.0695, 104.0695]
[231, 27, 27, 27, 27, 27, 27, 27, 44, 44, 44, 44, 44, 44, 44, 44, 1.0000, 4.9876, 4.9876, 4.9876, 4.9876, 4.9876, 4.9876, 4.9876]
[232, 29, 29, 29, 29, 29, 29, 29, 15, 15, 15, 15, 15, 15, 15, 15, 1.0000, 29.4885, 29.4885, 29.4885, 29.4885, 29.4885, 29.4885, 29.4885]
[233, 24, 24, 24, 24, 24, 24, 24, 428, 428, 428, 428, 428, 428, 428, 428, 1.0000, 32.0998, 32.0998, 32.0998, 32.0998, 32.0998, 32.0998, 32.0998]
[234, 22, 22, 22, 22, 22, 22, 22, 134, 134, 134, 134, 134, 134, 134, 134, 1.0000, 21.5814, 21.5814, 21.5814, 21.5814, 21.5814, 21.5814, 21.5814]
[235, 13, 13, 13, 13, 13, 13, 13, 237, 237, 237, 237, 237, 237, 237, 237, 1.0000, 1.4399, 1.4399, 1.4399, 1.4399, 1.4399, 1.4399, 1.4399]
[236, 25, 25, 25, 25, 25, 25, 25, 178, 178, 178, 178, 178, 178, 178, 178, 1.0000, 20.6010, 20.6010, 20.6010, 20.6010, 20.6010, 20.6010, 20.6010]
[237, 23, 23, 23, 23, 23, 23, 23, 109, 109, 109, 109, 109, 109, 109, 109, 1.0000, 38.9841, 38.9841, 38.9841, 38.9841, 38.9841, 38.9841, 38.9841]
[238, 19, 19, 19, 19, 19, 19, 19, 347, 347, 347, 347, 347, 347, 347, 347, 1.0000, 949.1476, 949.1476, 949.1476, 949.1476, 949.1476, 949.1476, 949.1476]
[239, 24, 24, 24, 24, 24, 24, 24, 107, 107, 107, 107, 107, 107, 107, 107, 1.0000, 54.9681, 54.9681, 54.9681, 54.9681, 54.9681, 54.9681, 54.9681]
[240, 25, 25, 25, 25, 25, 25, 25, 108, 108, 108, 108, 108, 108, 108, 108, 1.0000, 34.2704, 34.2704, 34.2704, 34.2704, 34.2704, 34.2704, 34.2704]
[241, 25, 25, 25, 25, 25, 25, 25, 102, 102, 102, 102, 102, 102, 102, 102, 1.0000, 65.3018, 65.3018, 65.3018, 65.3018, 65.3018, 65.3018, 65.3018]
[242, 25, 25, 25, 25, 25, 25, 25, 155, 155, 155, 155, 155, 155, 155, 155, 1.0000, 21.5009, 21.5009, 21.5009, 21.5009, 21.5009, 21.5009, 21.5009]
[243, 24, 24, 24, 24, 24, 24, 24, 64, 64, 64, 64, 64, 64, 64, 64, 1.0000, 127.0982, 127.0982, 127.0982, 127.0982, 127.0982, 127.0982, 127.0982]
[244, 24, 24, 24, 24, 24, 24, 24, 55, 55, 55, 55, 55, 55, 55, 55, 1.0000, 320.8969, 320.8969, 320.8969, 320.8969, 320.8969, 320.8969, 320.8969]
[245, 24, 24, 24, 24, 24, 24, 24, 89, 89, 89, 89, 89, 89, 89, 89, 1.0000, 31.3938, 31.3938, 31.3938, 31.3938, 31.3938, 31.3938, 31.3938]
[246, 24, 24, 24, 24, 24, 24, 24, 85, 85, 85, 85, 85, 85, 85, 85, 1.0000, 67.4424, 67.4424, 67.4424, 67.4424, 67.4424, 67.4424, 67.4424]
[247, 13, 13, 13, 13, 13, 13, 13, 92, 92, 92, 92, 92, 92, 92, 92, 1.0000, 25.6731, 25.6731, 25.6731, 25.6731, 25.6731, 25.6731, 25.6731]
[248, 2, 2, 2, 2, 2, 2, 2, 479, 479, 479, 479, 479, 479, 479, 479, 1.0000, 16.8914, 16.8914, 16.8914, 16.8914, 16.8914, 16.8914, 16.8914]
[249, 15, 15, 15, 15, 15, 15, 15, 91, 91, 91, 91, 91, 91, 91, 91, 1.0000, 9.1465, 9.1465, 9.1465, 9.1465, 9.1465, 9.1465, 9.1465]
[250, 24, 24, 24, 24, 24, 24, 24, 15, 15, 15, 15, 15, 15, 15, 15, 1.0000, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333, 10.0333]
[251, 22, 22, 22, 22, 22, 22, 22, 145, 145, 145, 145, 145, 145, 145, 145, 1.0000, 12.4237, 12.4237, 12.4237, 12.4237, 12.4237, 12.4237, 12.4237]
[252, 22, 22, 22, 22, 22, 22, 22, 7, 7, 7, 7, 7, 7, 7, 7, 1.0000, 29.7001, 29.7001, 29.7001, 29.7001, 29.7001, 29.7001, 29.7001]
[253, 24, 24, 24, 24, 24, 24, 24, 36, 36, 36, 36, 36, 36, 36, 36, 1.0000, 41.9402, 41.9402, 41.9402, 41.9402, 41.9402, 41.9402, 41.9402]
[254, 34, 34, 34, 34, 34, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1.0000, 18.2221, 18.2221, 18.2221, 18.2221, 18.2221, 18.2221, 18.2221]
[255, 23, 23, 23, 23, 23, 23, 23, 304, 304, 304, 304, 304, 304, 304, 304, 1.0000, 49.2492, 49.2492, 49.2492, 49.2492, 49.2492, 49.2492, 49.2492]
[256, 22, 22, 22, 22, 22, 22, 22, 10, 10, 10, 10, 10, 10, 10, 10, 1.0000, 414.3643, 414.3643, 414.3643, 414.3643, 414.3643, 414.3643, 414.3643]
[257, 14, 14, 14, 14, 14, 14, 14, 204, 204, 204, 204, 204, 204, 204, 204, 1.0000, 22.8725, 22.8725, 22.8725, 22.8725, 22.8725, 22.8725, 22.8725]
[258, 22, 22, 22, 22, 22, 22, 22, 65, 65, 65, 65, 65, 65, 65, 65, 1.0000, 17.8797, 17.8797, 17.8797, 17.8797, 17.8797, 17.8797, 17.8797]
[259, 23, 23, 23, 23, 23, 23, 23, 82, 82, 82, 82, 82, 82, 82, 82, 1.0000, 46.8533, 46.8533, 46.8533, 46.8533, 46.8533, 46.8533, 46.8533]
[260, 22, 22, 22, 22, 22, 22, 22, 3, 3, 3, 3, 3, 3, 3, 3, 1.0000, 351.4236, 351.4236, 351.4236, 351.4236, 351.4236, 351.4236, 351.4236]
[261, 25, 25, 25, 25, 25, 25, 25, 121, 121, 121, 121, 121, 121, 121, 121, 1.0000, 201.1072, 201.1072, 201.1072, 201.1072, 201.1072, 201.1072, 201.1072]
[262, 24, 24, 24, 24, 24, 24, 24, 242, 242, 242, 242, 242, 242, 242, 242, 1.0000, 9.4934, 9.4934, 9.4934, 9.4934, 9.4934, 9.4934, 9.4934]
[263, 24, 24, 24, 24, 24, 24, 24, 34, 34, 34, 34, 34, 34, 34, 34, 1.0000, 39.9760, 39.9760, 39.9760, 39.9760, 39.9760, 39.9760, 39.9760]
[264, 24, 24, 24, 24, 24, 24, 24, 116, 116, 116, 116, 116, 116, 116, 116, 1.0000, 20.7919, 20.7919, 20.7919, 20.7919, 20.7919, 20.7919, 20.7919]
[265, 23, 23, 23, 23, 23, 23, 23, 236, 236, 236, 236, 236, 236, 236, 236, 1.0000, 26.9194, 26.9194, 26.9194, 26.9194, 26.9194, 26.9194, 26.9194]
[266, 8, 8, 8, 8, 8, 8, 8, 52, 52, 52, 52, 52, 52, 52, 52, 1.0000, 4.8420, 4.8420, 4.8420, 4.8420, 4.8420, 4.8420, 4.8420]
[267, 24, 24, 24, 24, 24, 24, 24, 460, 460, 460, 460, 460, 460, 460, 460, 1.0000, 37.5885, 37.5885, 37.5885, 37.5885, 37.5885, 37.5885, 37.5885]
[268, 24, 24, 24, 24, 24, 24, 24, 61, 61, 61, 61, 61, 61, 61, 61, 1.0000, 21.8516, 21.8516, 21.8516, 21.8516, 21.8516, 21.8516, 21.8516]
[269, 14, 14, 14, 14, 14, 14, 14, 13, 13, 13, 13, 13, 13, 13, 13, 1.0000, 34.1127, 34.1127, 34.1127, 34.1127, 34.1127, 34.1127, 34.1127]
[270, 22, 22, 22, 22, 22, 22, 22, 178, 178, 178, 178, 178, 178, 178, 178, 1.0000, 12.7647, 12.7647, 12.7647, 12.7647, 12.7647, 12.7647, 12.7647]
[271, 22, 22, 22, 22, 22, 22, 22, 73, 73, 73, 73, 73, 73, 73, 73, 1.0000, 12.3064, 12.3064, 12.3064, 12.3064, 12.3064, 12.3064, 12.3064]
[272, 9, 9, 9, 9, 9, 9, 9, 118, 118, 118, 118, 118, 118, 118, 118, 1.0000, 5.5147, 5.5147, 5.5147, 5.5147, 5.5147, 5.5147, 5.5147]
[273, 28, 28, 28, 28, 28, 28, 28, 429, 429, 429, 429, 429, 429, 429, 429, 1.0000, 14.8644, 14.8644, 14.8644, 14.8644, 14.8644, 14.8644, 14.8644]
[274, 23, 23, 23, 23, 23, 23, 23, 565, 565, 565, 565, 565, 565, 565, 565, 1.0000, 54.7597, 54.7597, 54.7597, 54.7597, 54.7597, 54.7597, 54.7597]
[275, 22, 22, 22, 22, 22, 22, 22, 129, 129, 129, 129, 129, 129, 129, 129, 1.0000, 16.7644, 16.7644, 16.7644, 16.7644, 16.7644, 16.7644, 16.7644]
[276, 35, 35, 35, 35, 35, 35, 35, 64, 64, 64, 64, 64, 64, 64, 64, 1.0000, 15.8780, 15.8780, 15.8780, 15.8780, 15.8780, 15.8780, 15.8780]
[277, 13, 13, 13, 13, 13, 13, 13, 350, 350, 350, 350, 350, 350, 350, 350, 1.0000, 1.8968, 1.8968, 1.8968, 1.8968, 1.8968, 1.8968, 1.8968]
[278, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 26, 1.0000, 40.3364, 40.3364, 40.3364, 40.3364, 40.3364, 40.3364, 40.3364]
[279, 24, 24, 24, 24, 24, 24, 24, 4, 4, 4, 4, 4, 4, 4, 4, 1.0000, 128.2025, 128.2025, 128.2025, 128.2025, 128.2025, 128.2025, 128.2025]
[280, 20, 20, 20, 20, 20, 20, 20, 171, 171, 171, 171, 171, 171, 171, 171, 1.0000, 29.1004, 29.1004, 29.1004, 29.1004, 29.1004, 29.1004, 29.1004]
[281, 22, 22, 22, 22, 22, 22, 22, 188, 188, 188, 188, 188, 188, 188, 188, 1.0000, 4.3503, 4.3503, 4.3503, 4.3503, 4.3503, 4.3503, 4.3503]
[282, 24, 24, 24, 24, 24, 24, 24, 140, 140, 140, 140, 140, 140, 140, 140, 1.0000, 54.2820, 54.2820, 54.2820, 54.2820, 54.2820, 54.2820, 54.2820]
[283, 6, 6, 6, 6, 6, 6, 6, 142, 142, 142, 142, 142, 142, 142, 142, 1.0000, 42.5546, 42.5546, 42.5546, 42.5546, 42.5546, 42.5546, 42.5546]
[284, 0, 0, 0, 0, 0, 0, 0, 42, 42, 42, 42, 42, 42, 42, 42, 1.0000, 36.8814, 36.8814, 36.8814, 36.8814, 36.8814, 36.8814, 36.8814]
[285, 22, 22, 22, 22, 22, 22, 22, 2, 2, 2, 2, 2, 2, 2, 2, 1.0000, 12.9842, 12.9842, 12.9842, 12.9842, 12.9842, 12.9842, 12.9842]
[286, 25, 25, 25, 25, 25, 25, 25, 6, 6, 6, 6, 6, 6, 6, 6, 1.0000, 308.7492, 308.7492, 308.7492, 308.7492, 308.7492, 308.7492, 308.7492]
[287, 24, 24, 24, 24, 24, 24, 24, 145, 145, 145, 145, 145, 145, 145, 145, 1.0000, 40.3152, 40.3152, 40.3152, 40.3152, 40.3152, 40.3152, 40.3152]
